County,Organisation,Project Title,Amount Sought,Organisation Type ,Sport Type,Grant Category
Dublin,Beaverstown Golf Club,Beaverstown Application 2023,"?141,000",Sports Club,Golf,Local
Dublin,Bective Lawn Tennis Club,Tennis Equipment and Equipment Storage,"?1,973",Sports Club,Tennis,Local
Dublin,Bective Rangers Football Club,2023 - Floodlight repair/replacement incl LED upgrade,"?189,985",Sports Club,Rugby,Local
Dublin,Beech Park Golf Club,"Playing Surface Upgrades, Drainage & Grass Mower","?198,712",Sports Club,Golf,Local
Dublin,Beggsboro AFC,Install Advanced Astro Pitch & Floodlight Upgrade,"?442,809",Sports Club,Soccer,Non-Local
Dublin,Belmont Football Club,Belmont FC Sports Equipment Grant Submission,"?50,000",Sports Club,Soccer,Local
Dublin,Blackrock Bowling & Tennis Club,BBTC Bowling Green Roller - Equipment application,"?23,415",Sports Club,Tennis,Local
Dublin,Blackrock College Rugby Football Club,2023 - Blackrock College RFC Upgrades,"?200,000",Sports Club,Rugby,Local
Dublin,Blakestown Community School,Blakestown Community School Sport Upgrades,"?171,430",School (primary or second level),Soccer,Local
Dublin,Bohemian Football Club LTD,"Grass playing area, with netting and LED lighting.","?500,000",Sports Club,Soccer,Non-Local
Dublin,Brad�g Youth Service,Youth empowerment through sport,"?14,472",Youth Club,Rock Climbing,Local
Dublin,Bray Emmets GAA Club,"LED Floodlighting, purchase pitch liner","?180,074",Sports Club,Multi-sport,Local
Dublin,Bray Wanderers,A) All weather Ballycorus. B) Phase 2 Carlisle Gds,"?494,361",Sports Club,Soccer,Non-Local
Dublin,Broadford Rovers Football Club,"Pitch Maintenance, Goalpost and Portable lights","?55,585",Sports Club,Soccer,Local
Dublin,Brothers Pearse Athletic Club,Replace all weather running track,"?58,195",Sports Club,Athletics,Local
Dublin,Cabinteely Athletic Club,Grant Application for Athletics Equipment,"?14,000",Sports Club,Athletics,Local
Dublin,Cabinteely Football Club Limited,Cabinteely FC Equipment-only application,"?54,735",Sports Club,Soccer,Local
Dublin,Cambridge Boys FC,Cambridge FC Clubhouse 2nd Floor Extension,"?500,000",Sports Club,Soccer,Non-Local
Dublin,Candle Community Trust,Candle Recreational Programme,"?41,628",Community Group,Soccer,Local
Dublin,CANOEING IRELAND [Irish Canoe Union CLG],2023 - Ocean Racing Safety Essentials,"?44,189",National Governing Body of Sport,Canoeing / Kayaking,Non-Local
Dublin,CANOEING IRELAND [Irish Canoe Union CLG],Accessible Training Centre,"?170,135",National Governing Body of Sport,Canoeing / Kayaking,Non-Local
Dublin,CANOEING IRELAND [Irish Canoe Union CLG],2023 - Canoe Polo Committee Accessibility,"?50,752",National Governing Body of Sport,Canoeing / Kayaking,Non-Local
Dublin,CANOEING IRELAND [Irish Canoe Union CLG],2023 - Paddlesurf Ireland Accessibility,"?2,181",National Governing Body of Sport,Canoeing / Kayaking,Non-Local
Dublin,Carrickmines Riding Club,Competition & training development equipment,"?14,605",Sports Club,Equestrian Sports,Local
Dublin,Castleknock Celtic FC,"Energy Efficiency Improvements, equipment & goals","?197,843",Sports Club,Soccer,Local
Dublin,Castleknock Community Centre Assoc Ltd,Community Centre Sports Hall refurbishment,"?189,559",Community Group,Multi-sport,Local
Dublin,Castleknock Cricket Club,2023 - Sports Equipment for Cricket Club,"?25,810",Sports Club,Cricket,Local
Dublin,Castleknock Hurling and Football Club,Replacement LED Floodlighting,"?152,215",Sports Club,Gaelic Games,Local
Dublin,Castleknock Lawn Tennis Club,2023 Installation of 2 Padel Tennis courts,"?149,419",Sports Club,Tennis,Local
Dublin,Celbridge Kayak Club Company Limited by Guarantee,Gym equipment and kayaks,"?55,998",Sports Club,Canoeing / Kayaking,Local
Dublin,Charleville Lawn Tennis Club,2 Padel courts and multi sport area,"?182,032",Sports Club,Tennis,Local
Dublin,CHEVAL (Jordanstown) Ltd,Irrigation System for artificial playing surface,"?75,798",Sports Club,Equestrian Sports,Local
Dublin,ChildVision Ltd,ChildVision Equine Centre Development,"?500,000",Disability Group,Equestrian Sports,Non-Local
Dublin,Civil Service Cricket Club,Civil Service Cricket Club Roller Purchase,"?17,152",Sports Club,Cricket,Local
Dublin,Clan na Gael Fontenoy,Gym Equipment for existing club gym,"?11,000",Sports Club,Gaelic Games,Local
Dublin,Clann Mhuire GFC,"Walkway, Machinery and CCTV","?198,000",Sports Club,Gaelic Games,Local
Dublin,CLG Na Fianna,Replacement of Astro Pitch & Purchase of Equipment,"?159,226",Sports Club,Gaelic Games,Local
Dublin,Clondalkin Rugby Football Club ltd,LED Floodlighting To Main Pitch & Underage Pitch,"?200,000",Sports Club,Rugby,Local
Dublin,Clonliffe Harriers Athletic Club,2023 - Clonliffe Harriers AC - Upgrade Gym Equipment,"?14,250",Sports Club,Athletics,Local
Dublin,Clontarf FC (Schoolgirls / boys),Sports Equipment,"?28,817",Sports Club,Soccer,Local
Dublin,Clontarf Golf and Bowling Club,"2023 - Accessibility, safety, Infrastructure Improvements","?168,953",Sports Club,Golf,Local
Dublin,Clontarf Lawn Tennis Club,2023 - Upgrade of Tennis and Gym Facilities,"?55,192",Sports Club,Tennis,Local
Dublin,Col�iste Bhr�de,"2023 - Upgrades to walkway, sportshall and equipment","?132,481",School (primary or second level),Gaelic Games,Local
Dublin,Collonstown fc,2023 - Club Training equipment and football for all,"?35,628",Sports Club,Soccer,Local
Dublin,Commercial Rowing Club CLG,2023 - Facility Upgrade,"?66,960",Sports Club,Rowing,Local
Dublin,Commercials GAA Club [AKA Commercials Hurling & Camogie Club],2023 - External and Internal Remodelling,"?200,000",Sports Club,Gaelic Games,Local
Dublin,Coolmine Rugby Football Club,Replace Pitch Flood Lights,?150,Sports Club,Rugby,Local
Dublin,Coolmine Swimming Club,Coolmine Swimming Club Equipment,"?13,300",Sports Club,Swimming,Local
Dublin,Corduff Football Club,2023 - Sports Equipment and Container replacements,"?64,588",Sports Club,Soccer,Local
Dublin,Corinthian Hockey Club,"2023 - Sports Capital - Equipment, CHC","?70,000",Sports Club,Hockey,Local
Dublin,Craobh Chiar�in GAA Club,Floodlight & Fencing our Main Pitch in Clonshaugh,"?178,538",Sports Club,Gaelic Games,Local
Dublin,CRICKET IRELAND [The Irish Cricket Union CLG],2023 - New Club Equipment Programme,"?43,627",National Governing Body of Sport,Cricket,Non-Local
Dublin,CRICKET IRELAND [The Irish Cricket Union CLG],2023 - Maintenance Equipment for CI HPC,"?40,000",National Governing Body of Sport,Cricket,Non-Local
Dublin,CRICKET IRELAND [The Irish Cricket Union CLG],2023 - Activation Equipment.,"?47,198",National Governing Body of Sport,Cricket,Non-Local
Dublin,Cricket Leinster (trading name of The Leinster Cricket Union CLG),2023 - CL Grounds Equipment Upgrade Scheme,"?6,260",Sports Club,Cricket,Non-Local
Dublin,Crumlin United FC Sports Employment Project Ltd,Equipment and mower application,"?42,575",Sports Club,Soccer,Local
Dublin,Cumann B�ire Setanta Teo,New Roof and Gym equipment,"?109,061",Sports Club,Gaelic Games,Local
Dublin,CUMANN CAMOGAIOCHTA NA NGAEL [The Camogie Association],2023 - NGB Provision of Essential Equipment,"?107,060",National Governing Body of Sport,Camogie,Non-Local
Dublin,Curracha� na Sceir�,"Boat Trailer, Racks, Safety Equipment and Currach","?24,124",Community Group,Rowing,Local
Dublin,CYCLING IRELAND [Irish Cycling Federation CLG],2023 - CI Technical Equipment.,"?71,704",National Governing Body of Sport,Cycling,Non-Local
Dublin,CYCLING IRELAND [Irish Cycling Federation CLG],2023 - Track Bikes National Velodrome,"?13,290",National Governing Body of Sport,Cycling,Non-Local
Dublin,CYCLING IRELAND [Irish Cycling Federation CLG],2023 - Paracycling Enabling Various Bikes,"?33,870",National Governing Body of Sport,Cycling,Non-Local
Dublin,CYCLING IRELAND [Irish Cycling Federation CLG],2023 - Capital Equipment Purchase for Cycling Ireland.,"?58,116",National Governing Body of Sport,Cycling,Non-Local
Dublin,Donabate Golf Club Limited,2023 - Donabate Golf Club - Drainage & Equipment,"?200,000",Sports Club,Golf,Local
Dublin,Donahies Community School,Upgrading of the sport hall,"?200,000",School (primary or second level),Basketball,Local
Dublin,Dublin Bay Sailing Club,Inshore Race Committee Vessel for DBSC,"?52,232",Sports Club,Sailing,Local
Dublin,DUBLIN CITY COUNCIL,2023 Herbert Park Bowling Club Upgrade,"?36,746",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUBLIN CITY COUNCIL,2023 St Catherine's - Cardiac Rehabilitation,"?74,847",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUBLIN CITY COUNCIL,2023 Irishtown - Refurbishment of The Athletics Track,"?200,000",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUBLIN CITY COUNCIL,Kildonan Park All Weather Pitch,"?500,000",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Dublin,DUBLIN CITY COUNCIL,2023 Rockfield Park (Tennis Court Upgrade),"?111,945",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUBLIN CITY COUNCIL,2023 Willie Pearse Park Outdoor Gym/Calesthenics,"?44,913",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUBLIN CITY COUNCIL,2023 Sillogue Park Golf Course,"?135,095",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUBLIN CITY COUNCIL,2023 Brickfield Park 7-a-side All Weather,"?105,722",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUBLIN CITY COUNCIL,2023 Bunting Park Toilet and Changing Room,"?67,808",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUBLIN CITY COUNCIL,Albert College Park Tennis Ireland,"?200,087",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Dublin,Dublin City Football Academy,Dublin City FA SCEP Proposal,"?1,000",Sports Club,Soccer,Local
Dublin,Dublin Cliffhangers Youth Climbing Club,Dublin Cliffhangers Keep Performing,"?29,583",Sports Club,Rock Climbing,Local
Dublin,Dublin Grange Gymnastics Club CLG,Access to Lifelong Activity,"?44,570",Sports Club,Gymnastics,Local
Dublin,Dublin Rebels American Football Club,2023 - Essential training/playing equipment,"?11,608",Sports Club,American Football,Local
Dublin,Dublin Sonics Basketball Club,New Kits for Dublin Sonics,"?5,071",Sports Club,Basketball,Local
Dublin,Dublin Underwater Hockey Club,2023 Equipment to improve Participation and Reach,"?12,500",Sports Club,Diving/Snorkelling,Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,Expanding Changing Rooms at dlr Meadowbrook,"?396,950",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,dlr Loughlinstown-Replacement of all weather,"?422,654",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,2023 Broadford Park - pitch drainage,"?70,000",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,2023 Cabinteely Park pitch pitch refurbishments.,"?157,500",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,Deerpark pitch refurbishments.,"?385,000",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,2023 Kilbogget-Floodlights (Running track/Soccer pitch),"?140,000",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,2023 Marlay Park Hurling/skills Wall,"?105,000",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,2023 Springhill-Refurbishments of Tennis Courts,"?112,183",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,2023 Pearse Park-Drainage of pitches,"?70,000",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,2023 St Marys FC Moreen resurface of AWP,"?42,000",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,Stonebridge Sports Park pitch refurbishments.,"?297,500",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,2023 Thomastown Pitches upgrade,"?70,000",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,East Coast Garda Sailing Club,2023 - Sailing equipment for boats function & safety,"?40,000",Sports Club,Sailing,Local
Dublin,Evergreen Centre Terenure,Evergreen Centre Terenure,"?65,000",Community Group,Multi-sport,Local
Dublin,FC Eagles,New equipment,"?8,128",Sports Club,Soccer,Local
Dublin,Fencing Ireland Company Ltd by Guarantee T/A FENCING IRELAND,2023 - FENCING - INTERNATIONAL COMPETITION CAPABILITY,"?38,198",National Governing Body of Sport,Fencing,Non-Local
Dublin,Fettercairn Youth Horse Project Company Limited by Guarantee,Upgrade lighting system,"?9,119",Youth Club,Equestrian Sports,Local
Dublin,FINGAL COUNTY COUNCIL,2023 AWP2G syntethic MUGA - upgrade Hartstown CC,"?189,658",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,FINGAL COUNTY COUNCIL,2023 Balbriggan CC changing room facilities,"?81,719",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,FINGAL COUNTY COUNCIL,2023 Skerries Bowling Club Green upgrade,"?69,204",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,FINGAL COUNTY COUNCIL,2023 River Valley Rangers AFC Replacement of Surface on All Weather Pitch,"?62,122",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,FINGAL COUNTY COUNCIL,2023 Replacement of safety start gate at Lucan BMX,"?21,840",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,FINGAL COUNTY COUNCIL,2023 Rush Athletic FC Artificial Training Pitch,"?187,248",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,FINGAL COUNTY COUNCIL,2023 St Sylvesters GAA New Gym and Refurb to changing facility,"?200,000",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,FINGAL COUNTY COUNCIL,2023 Full size all-weather pitch Swords Celtic,"?200,000",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,FINGAL COUNTY COUNCIL,2023 Mountview Youth and Community Centre Muga Pitch refurb and building upgrades,"?192,959",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,FINGAL COUNTY COUNCIL,2023 Accessible Gym at Flemington CC,"?91,294",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,FINGAL COUNTY COUNCIL,2023 Lucan Cricket Club - practice pitch,"?29,357",Local Authority - Town Council - Borough Council,Multi-sport,Local
Dublin,Fingal Motor Club CLG,2023 - Safety Improvements,"?14,250",Sports Club,Motorcycling,Local
Dublin,Fingal Orienteering Club,Fingal Orienteers Equipment Upgrade 2023,"?4,753",Sports Club,Orienteering,Local
Dublin,Fingal Ravens G.F.C.,2023 - New natural grass pitch with Walking Track,"?110,072",Sports Club,Gaelic Games,Local
Dublin,Fingal Rowing Club,Coastal Rowing Equipment,"?29,450",Sports Club,Rowing,Local
Dublin,Fingallians GAA,Sustainable facility and capacity enhancements,"?164,779",Sports Club,Gaelic Games,Local
Dublin,Finglas Celtic Football Club,Machine & Soccer Equipment,"?51,309",Sports Club,Soccer,Local
Dublin,Finglas United Youth & Football Club,Finglas United Equipment Grant,"?66,403",Sports Club,Soccer,Local
Dublin,Firhouse Carmel FC,2023 - Football Equipment.,"?14,456",Sports Club,Soccer,Local
Dublin,Fitzwilliam Lawn Tennis Club,Fitzwilliam Lawn Tennis Club Application,"?177,218",Sports Club,Tennis,Local
Dublin,Forrest Little Golf Club,2023 - Improvement of Practice Facilities and Maintenance,"?162,194",Sports Club,Golf,Local
Dublin,Foxrock Cabinteely GAA Club,2023 - FoxCab Equipment Grant Application,"?5,432",Sports Club,Gaelic Games,Local
Dublin,GAA - Cumann Luthchleas Gael,GAA & GAA Handball Games & Development Project,"?500,000",National Governing Body of Sport,Gaelic Games,Non-Local
Dublin,Gaelscoil Naomh P�draig,Balla Iom�na & Leathn� ar Ph�irc Uile-Aimsire,"?69,950",School (primary or second level),Gaelic Games,Local
Dublin,GAP MTB,Timing Equipment,"?11,400",Sports Club,Cycling,Local
Dublin,Garda GAA Club (Westmanstown Gaels),Enabling works for Garda/WM Gaels dressing rooms,"?200,000",Sports Club,Gaelic Games,Local
Dublin,Garda Sub Aqua Club,Replacement Boat engines for XS 7m Rib,"?22,494",Sports Club,Diving/Snorkelling,Local
Dublin,Garda/Westmanstown Judo Club,Judo Mat replacement and new storage container.,"?3,186",Sports Club,Judo,Local
Dublin,Garristown GAA Club,Garristown GFC 2023 Astro surface,"?200,000",Sports Club,Gaelic Games,Local
Dublin,Glasnevin Lawn Tennis Club,"2023 - System replacement, Roof repair, Padel tennis","?149,621",Sports Club,Tennis,Local
Dublin,Glebe North AFC,Flood Lights upgrade to LEDs and New Lawn Mower,"?121,424",Sports Club,Soccer,Local
Dublin,Glenageary Lawn Tennis Club,Replacement of Halloid lighting with LED lanterns,"?44,001",Sports Club,Tennis,Local
Dublin,Glenalbyn Swimming Club,Glenalbyn Swim Club Funding for Sports Equipment,"?10,759",Sports Club,Swimming,Local
Dublin,Grangegorman Development Agency,Multi-Purpose Sport Equipment,"?151,320",Third level college,Multi-sport,Local
